ZoneName,OrgName,OrgType,Sex,Age,MarStatus,EduLevele,Fieldcat,Expiriance,Possition,AvilStatistician,ResearchPractice,statisticalprocedures,DataHandling,WayDatAnalysis,AsField,InstStatician,Attention,SuportResearch,Encourage,workposition,understood,DegreeLevel,NeededPlan,Access,Apply,TrianingNeed,Agecat,Expcat,Awareness
Gurage Zone,employee,Government,Male,32,Married,BSc Degree,Natural and computational sciences,6,profetional worker,Yes,Sometimes,No,Besed on the understanding of the worker,on the interest of hiegher body,Yes,Yes,some level agree,No,Yes,Yes,No,No,No,No,Yes,Yes,31-40,10-Jun,No
Gurage Zone,employee,Government,Male,23,Single,BSc Degree,Social and humanity,1,profetional worker,Yes,Sometimes,Yes,Besed on the understanding of the worker,on the interest of hiegher body,Yes,Yes,Agree,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,20-30,less than or equal to 5,No
Gurage Zone,employee,Government,Male,36,Married,BSc Degree,Social and humanity,2,Possion holder,Yes,Always,Yes,when  asked by the hiegher body,on the interest of hiegher body,Yes,Yes,some level agree,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,31-40,less than or equal to 5,No
Gurage Zone,employee,Government,Male,46,Single,BSc Degree,Business and economics,2,profetional worker,Yes,Sometimes,No,when  asked by the hiegher body,on the interest of hiegher body,Yes,Yes,Disagree,No,No,Yes,No,No,Yes,Yes,Yes,Yes,More than or equal to 41,less than or equal to 5,No
Gurage Zone,employee,Government,Male,30,Married,BSc Degree,Business and economics,1,profetional worker,Yes,Never,Yes,Besed on the understanding of the worker,on the interest of hiegher body,Yes,Yes,Agree,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,20-30,less than or equal to 5,No
Gurage Zone,employee,Government,Male,40,Married,MSc Degree,Agriculture and natural resource,1,Possion holder,No,Always,Yes,Besed on the understanding of the worker,other,Yes,No,Disagree,No,No,Yes,No,Yes,Yes,No,Yes,Yes,31-40,less than or equal to 5,Yes
Gurage Zone,employee,Government,Male,25,Single,BSc Degree,Business and economics,2,profetional worker,Yes,Usually,Yes,Besed on the understanding of the worker,on the interest of hiegher body,Yes,Yes,Disagree,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,20-30,less than or equal to 5,No
Gurage Zone,employee,Government,Male,25,Married,MSc Degree,Business and economics,5,profetional worker,Yes,Sometimes,Yes,prepared by profetionals,in scientific way with profetionals,Yes,No,some level agree,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,20-30,less than or equal to 5,No
Gurage Zone,employee,Government,Male,31,Married,BSc Degree,Engineering technology,6,profetional worker,Yes,Sometimes,No,Besed on the understanding of the worker,other,Yes,No,some level agree,Yes,No,No,Yes,No,No,Yes,Yes,Yes,31-40,10-Jun,Yes
Gurage Zone,employee,Government,Female,25,Married,BSc Degree,Behavioral science,1,profetional worker,Yes,Always,Yes,prepared by profetionals,in scientific way with profetionals,Yes,No,some level agree,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,20-30,less than or equal to 5,No
Gurage Zone,Females and Chiled,Government,Male,25,Single,BSc Degree,Behavioral science,1,Possion holder,Yes,Usually,Yes,when  asked by the hiegher body,on the interest of hiegher body,Yes,No,some level agree,Yes,No,No,Yes,No,Yes,Yes,No,Yes,20-30,less than or equal to 5,Yes
Gurage Zone,Females and Chiled,Government,Male,50,Married,BSc Degree,Business and economics,22,Possion holder,Yes,Usually,Yes,prepared by profetionals,in scientific way with profetionals,Yes,Yes,Agree,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,More than or equal to 41,More than or equal to 16,No
Gurage Zone,Females and Chiled,Government,Male,30,Married,BSc Degree,Business and economics,2,profetional worker,Yes,Always,Yes,Besed on the understanding of the worker,using comittes,Yes,Yes,some level agree,No,No,Yes,No,No,Yes,No,Yes,Yes,20-30,less than or equal to 5,No
Gurage Zone,Females and Chiled,Government,Male,23,Single,BSc Degree,Business and economics,1,Possion holder,Yes,Always,Yes,Besed on the understanding of the worker,in scientific way with profetionals,Yes,No,Agree,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,20-30,less than or equal to 5,No
Gurage Zone,Females and Chiled,Government,Male,23,Single,BSc Degree,Business and economics,1,profetional worker,Yes,Usually,Yes,Besed on the understanding of the worker,on the interest of hiegher body,Yes,Yes,some level agree,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,20-30,less than or equal to 5,Yes
Gurage Zone,Females and Chiled,Government,Female,21,Single,BSc Degree,Behavioral science,2,profetional worker,No,Always,Yes,prepared by profetionals,other,Yes,Yes,some level agree,No,No,No,No,Yes,Yes,No,Yes,Yes,20-30,less than or equal to 5,Yes
Gurage Zone,Females and Chiled,Government,Male,25,Single,BSc Degree,Engineering technology,1,profetional worker,Yes,Always,Yes,prepared by profetionals,on the interest of hiegher body,No,Yes,some level agree,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,20-30,less than or equal to 5,No
Gurage Zone,Females and Chiled,Government,Female,30,Married,BSc Degree,Business and economics,2,Possion holder,Yes,Always,Yes,prepared by profetionals,in scientific way with profetionals,Yes,No,Disagree,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,20-30,less than or equal to 5,No
Gurage Zone,Females and Chiled,Government,Male,30,Single,BSc Degree,Natural and computational sciences,2,profetional worker,Yes,Always,No,prepared by profetionals,in scientific way with profetionals,No,Yes,Disagree,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,20-30,less than or equal to 5,No
Gurage Zone,Females and Chiled,Government,Male,24,Married,MSc Degree,Business and economics,1,profetional worker,Yes,Always,No,when  asked by the hiegher body,using comittes,Yes,Yes,some level agree,No,Yes,Yes,No,No,Yes,No,Yes,Yes,20-30,less than or equal to 5,Yes
Gurage Zone,Females and Chiled,Government,Male,45,Married,BSc Degree,Business and economics,6,profetional worker,No,Sometimes,Yes,Besed on the understanding of the worker,using comittes,Yes,No,Disagree,No,No,No,No,No,Yes,No,Yes,Yes,More than or equal to 41,10-Jun,Yes
Gurage Zone,Females and Chiled,Government,Male,25,Single,BSc Degree,Behavioral science,1,Possion holder,Yes,Usually,Yes,when  asked by the hiegher body,on the interest of hiegher body,Yes,No,some level agree,Yes,No,No,Yes,No,Yes,Yes,No,Yes,20-30,less than or equal to 5,Yes
Gurage Zone,Females and Chiled,Government,Male,25,Single,BSc Degree,Engineering technology,1,profetional worker,Yes,Always,Yes,prepared by profetionals,on the interest of hiegher body,No,Yes,some level agree,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,20-30,less than or equal to 5,No
Halaba Zone,Agriculture,Government,Male,25,Single,BSc Degree,Agriculture and natural resource,4,Possion holder,No,Always,Yes,prepared by profetionals,using comittes,Yes,Yes,some level agree,No,No,Yes,No,No,Yes,Yes,Yes,Yes,20-30,less than or equal to 5,Yes
Halaba Zone,Agriculture,Government,Male,56,Married,BSc Degree,Agriculture and natural resource,27,Possion holder,No,Never,No,Besed on the understanding of the worker,using comittes,Yes,No,some level agree,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,More than or equal to 41,More than or equal to 16,No
Halaba Zone,Agriculture,Government,Female,26,Single,BSc Degree,Business and economics,4,profetional worker,No,Never,No,when  asked by the hiegher body,on the interest of hiegher body,Yes,Yes,some level agree,No,No,No,No,No,Yes,Yes,Yes,Yes,20-30,less than or equal to 5,No
Halaba Zone,Agriculture,Government,Male,45,Married,BSc Degree,Agriculture and natural resource,23,profetional worker,No,Sometimes,Yes,prepared by profetionals,using comittes,Yes,Yes,some level agree,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,More than or equal to 41,More than or equal to 16,No
Halaba Zone,Agriculture,Government,Male,24,Single,BSc Degree,Engineering technology,3,profetional worker,No,Always,Yes,Besed on the understanding of the worker,in scientific way with profetionals,Yes,Yes,some level agree,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,20-30,less than or equal to 5,No
Halaba Zone,Agriculture,Government,Female,23,Single,BSc Degree,Business and economics,2,profetional worker,Yes,Usually,Yes,prepared by profetionals,on the interest of hiegher body,No,Yes,Agree,No,No,Yes,No,No,Yes,No,Yes,Yes,20-30,less than or equal to 5,No
Halaba Zone,Agriculture,Government,Male,47,Married,BSc Degree,Agriculture and natural resource,24,profetional worker,No,Sometimes,No,prepared by profetionals,in scientific way with profetionals,Yes,No,Disagree,No,No,Yes,No,No,Yes,Yes,Yes,Yes,More than or equal to 41,More than or equal to 16,Yes
Halaba Zone,Agriculture,Government,Female,40,Married,BSc Degree,Agriculture and natural resource,20,profetional worker,No,Never,Yes,Besed on the understanding of the worker,other,Yes,Yes,Disagree,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,31-40,More than or equal to 16,Yes
Halaba Zone,Agriculture,Government,Male,41,Married,BSc Degree,Business and economics,22,profetional worker,No,Never,No,Besed on the understanding of the worker,on the interest of hiegher body,No,No,Disagree,No,No,No,No,No,Yes,Yes,Yes,Yes,More than or equal to 41,More than or equal to 16,Yes
Halaba Zone,Agriculture,Government,Female,43,Married,BSc Degree,Business and economics,15,profetional worker,No,Always,Yes,when  asked by the hiegher body,on the interest of hiegher body,Yes,No,Disagree,No,No,Yes,No,No,Yes,Yes,Yes,Yes,More than or equal to 41,15-Nov,No
Halaba Zone,Agriculture,Government,Male,56,Married,BSc Degree,Agriculture and natural resource,27,Possion holder,No,Never,No,Besed on the understanding of the worker,using comittes,Yes,No,some level agree,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,More than or equal to 41,More than or equal to 16,No
Halaba Zone,Agriculture,Government,Male,45,Married,BSc Degree,Agriculture and natural resource,23,profetional worker,No,Sometimes,Yes,prepared by profetionals,using comittes,Yes,Yes,some level agree,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,More than or equal to 41,More than or equal to 16,No
Halaba Zone,Agriculture,Government,Female,23,Single,BSc Degree,Business and economics,2,profetional worker,Yes,Usually,Yes,prepared by profetionals,on the interest of hiegher body,No,Yes,Agree,No,No,Yes,No,No,Yes,No,Yes,Yes,20-30,less than or equal to 5,No
Halaba Zone,Agriculture,Government,Female,40,Married,BSc Degree,Agriculture and natural resource,20,profetional worker,No,Never,Yes,Besed on the understanding of the worker,other,Yes,Yes,Disagree,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,31-40,More than or equal to 16,Yes
Halaba Zone,Development Association,Non-government,Female,35,Married,BSc Degree,Business and economics,13,profetional worker,No,Never,No,prepared by profetionals,on the interest of hiegher body,Yes,Yes,some level agree,Yes,Yes,No,Yes,No,Yes,No,No,Yes,31-40,15-Nov,No
Halaba Zone,Development Association,Non-government,Male,40,Widowed/er,MSc Degree,Social and humanity,7,Possion holder,No,Never,No,Besed on the understanding of the worker,using comittes,Yes,Yes,Disagree,No,No,No,No,No,Yes,Yes,Yes,Yes,31-40,10-Jun,Yes
Halaba Zone,Development Association,Non-government,Male,30,Married,BSc Degree,Business and economics,10,profetional worker,No,Always,Yes,prepared by profetionals,in scientific way with profetionals,Yes,Yes,some level agree,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,20-30,10-Jun,Yes
Halaba Zone,Development Association,Non-government,Female,30,Married,BSc Degree,Business and economics,10,profetional worker,No,Always,No,other,on the interest of hiegher body,Yes,Yes,some level agree,No,No,No,No,Yes,Yes,Yes,Yes,Yes,20-30,10-Jun,No
Halaba Zone,interprize,Government,Female,25,Married,BSc Degree,Business and economics,5,profetional worker,No,Always,No,prepared by profetionals,on the interest of hiegher body,Yes,Yes,Disagree,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,20-30,less than or equal to 5,No
Halaba Zone,interprize,Government,Male,30,Single,BSc Degree,Agriculture and natural resource,7,profetional worker,Yes,Never,No,when  asked by the hiegher body,on the interest of hiegher body,Yes,Yes,Disagree,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,20-30,10-Jun,No
Halaba Zone,interprize,Government,Male,33,Married,BSc Degree,Business and economics,6,profetional worker,Yes,Sometimes,Yes,Besed on the understanding of the worker,in scientific way with profetionals,No,Yes,some level agree,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,31-40,10-Jun,No
Halaba Zone,interprize,Government,Male,38,Married,BSc Degree,Business and economics,10,profetional worker,No,Never,No,Besed on the understanding of the worker,on the interest of hiegher body,Yes,No,Disagree,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,31-40,10-Jun,No
Halaba Zone,interprize,Government,Male,32,Married,BSc Degree,Business and economics,3,profetional worker,Yes,Sometimes,Yes,prepared by profetionals,in scientific way with profetionals,Yes,Yes,Agree,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,31-40,less than or equal to 5,No
Halaba Zone,Females and Chiled,Government,Male,28,Married,BSc Degree,Social and humanity,8,profetional worker,Yes,Sometimes,Yes,Besed on the understanding of the worker,in scientific way with profetionals,Yes,Yes,some level agree,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,20-30,10-Jun,No
Halaba Zone,Females and Chiled,Government,Male,30,Married,BSc Degree,Business and economics,9,profetional worker,Yes,Usually,Yes,prepared by profetionals,in scientific way with profetionals,Yes,Yes,Agree,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,20-30,10-Jun,No
Halaba Zone,Females and Chiled,Government,Male,23,Single,BSc Degree,Business and economics,1,profetional worker,Yes,Usually,Yes,prepared by profetionals,in scientific way with profetionals,Yes,Yes,some level agree,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,20-30,less than or equal to 5,No
Halaba Zone,Females and Chiled,Government,Male,39,Married,BSc Degree,Social and humanity,7,profetional worker,Yes,Sometimes,No,prepared by profetionals,other,No,Yes,some level agree,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,31-40,10-Jun,No
Halaba Zone,Females and Chiled,Government,Female,60,Married,BSc Degree,Business and economics,13,profetional worker,No,Never,No,Besed on the understanding of the worker,on the interest of hiegher body,No,Yes,some level agree,No,No,No,No,No,Yes,No,Yes,Yes,More than or equal to 41,15-Nov,No
Halaba Zone,Females and Chiled,Government,Female,55,Married,BSc Degree,Social and humanity,6,profetional worker,No,Never,No,when  asked by the hiegher body,on the interest of hiegher body,Yes,No,Disagree,No,No,No,No,No,Yes,No,Yes,Yes,More than or equal to 41,10-Jun,No
Halaba Zone,Females and Chiled,Government,Male,41,Married,BSc Degree,Social and humanity,8,profetional worker,No,Always,No,Besed on the understanding of the worker,using comittes,Yes,No,Disagree,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,More than or equal to 41,10-Jun,No
Halaba Zone,Females and Chiled,Government,Male,30,Married,BSc Degree,Business and economics,2,profetional worker,Yes,Always,Yes,Besed on the understanding of the worker,using comittes,Yes,Yes,Agree,No,Yes,No,No,No,Yes,No,Yes,Yes,20-30,less than or equal to 5,No
Halaba Zone,Females and Chiled,Government,Female,29,Married,BSc Degree,Business and economics,2,profetional worker,No,Usually,Yes,Besed on the understanding of the worker,in scientific way with profetionals,No,Yes,some level agree,Yes,Yes,No,No,No,Yes,No,Yes,Yes,20-30,less than or equal to 5,No
Halaba Zone,Females and Chiled,Government,Female,26,Married,BSc Degree,Business and economics,1,profetional worker,No,Sometimes,Yes,Besed on the understanding of the worker,using comittes,Yes,No,Disagree,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,20-30,less than or equal to 5,No
Halaba Zone,Females and Chiled,Government,Male,25,Married,BSc Degree,Business and economics,2,profetional worker,No,Sometimes,Yes,Besed on the understanding of the worker,using comittes,Yes,Yes,Disagree,Yes,Yes,No,No,Yes,Yes,No,No,Yes,20-30,less than or equal to 5,No
Halaba Zone,Females and Chiled,Government,Male,35,Married,BSc Degree,Business and economics,1,profetional worker,No,Always,Yes,Besed on the understanding of the worker,using comittes,Yes,No,Disagree,No,No,No,No,Yes,Yes,Yes,Yes,Yes,31-40,less than or equal to 5,No
Halaba Zone,Females and Chiled,Government,Male,26,Single,BSc Degree,Social and humanity,6,profetional worker,No,Never,No,Besed on the understanding of the worker,other,Yes,Yes,some level agree,No,No,Yes,No,No,Yes,Yes,Yes,Yes,20-30,10-Jun,Yes
Halaba Zone,Animal,Government,Male,33,Married,BSc Degree,Agriculture and natural resource,2,profetional worker,No,Usually,Yes,Besed on the understanding of the worker,using comittes,Yes,No,Disagree,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,31-40,less than or equal to 5,No
Halaba Zone,Animal,Government,Male,27,Married,BSc Degree,Agriculture and natural resource,2,profetional worker,No,Always,Yes,Besed on the understanding of the worker,using comittes,Yes,Yes,some level agree,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,20-30,less than or equal to 5,No
Halaba Zone,Animal,Government,Male,33,Married,BSc Degree,Agriculture and natural resource,10,Possion holder,Yes,Always,Yes,prepared by profetionals,in scientific way with profetionals,Yes,No,some level agree,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,31-40,10-Jun,Yes
Halaba Zone,Animal,Government,Female,38,Married,BSc Degree,Agriculture and natural resource,4,profetional worker,No,Never,No,prepared by profetionals,using comittes,No,No,some level agree,No,No,Yes,No,No,No,No,Yes,Yes,31-40,less than or equal to 5,No
Halaba Zone,Animal,Government,Male,35,Married,BSc Degree,Agriculture and natural resource,10,profetional worker,No,Always,No,prepared by profetionals,on the interest of hiegher body,Yes,Yes,some level agree,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,31-40,10-Jun,No
Halaba Zone,Animal,Government,Male,32,Married,BSc Degree,Business and economics,5,profetional worker,Yes,Sometimes,No,prepared by profetionals,in scientific way with profetionals,Yes,Yes,some level agree,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,31-40,less than or equal to 5,No
